facility_ID,facility_name,operator_code,operator_name,subtype_code,subtype,license_number,EDCT_code,LDAR,EDCT_description,Licensee_code,operational_status,lat,lon,lat_adj,lon_adj,OGI_required_surveys,truck_required_surveys,aircraft_required_surveys,OGI_time,aircraft_time,truck_time,OGI_FU_time
ABBT0114371,Garr 4-6-36-3 W5 (4-7 Surf) Swb     ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0424420 ,140,A,Single Well 0.00    ,A5D4,Active,52.073288,-114.4245605,52.06268704,-114.3301048,3,4,6,120,5,30,120
ABBT6040067,Crestar Med. Riv 6-16-38-4          ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.2663307,-114.5163498,52.3433983,-114.3298658,3,4,6,120,5,30,120
ABBT0079804,Sylvan Lake 3-12                    ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0184790 ,,A,,A5D4,New,52.2471657,-114.4467621,52.32505651,-114.3283498,3,4,6,120,5,30,120
ABGS0132637,Cop Apache 12-21                    ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F6694     ,321,A,Oil Multi Bty <1t/d ,A5D4,Active,52.2845535,-114.3795395,52.26616532,-114.3273827,3,4,6,120,5,30,120
ABBT0081293,Westerose 11-23-044-03 W5           ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0108972 ,,A,,A5D4,New,52.8075905,-114.3336411,52.81352577,-114.3191468,3,4,6,120,5,30,120
ABBT0111122,Conoco Westerose 3-9                ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F34342    ,310,A,Gas Single Bty <1t/d,A5D4,Active,52.9468956,-114.2318268,52.86787087,-114.316398,3,4,6,120,5,30,120
ABBT0127812,Cpc Gilby 8-28 Satellite            ,A5D4,Cenovus Energy Inc.                       ,322,Crude Oil Multiwell Proration Battery   ,F8245     ,350,A,Oil Satellite <1t/d ,A5D4,Active,52.4705124,-114.5087051,52.46038214,-114.3163238,3,4,6,120,5,30,120
ABBT0059440,Gulf Gilby 14-33                    ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0009672 ,,A,,A5D4,Active,52.4917984,-114.2333832,52.52245884,-114.3161221,3,4,6,120,5,30,120
ABCS0023339,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23339    ,340,A,Compressor Stn <1t/d,A5D4,Active,52.4961739,-114.2627869,52.57416298,-114.3119764,3,4,6,120,5,30,120
ABBT0052727,Gulf Homeglen Rimbey 6-2            ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.674324,-114.1859818,52.66375078,-114.3115025,3,4,6,120,5,30,120
ABBT0081556,Arc Westerose 10-27-044-03w5/2      ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F9546     ,20,A,Gas Multi Bty <0.01 ,A5D4,New,52.7776031,-114.3041458,52.95039892,-114.3056882,3,4,6,120,5,30,120
ABBT0123380,Coprc Et Al Homrim 13-11-43-2       ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0444611 ,360,A,Single Well <0.3    ,A5D4,Active,52.6899948,-114.1750107,52.76067294,-114.2999021,3,4,6,120,5,30,120
ABBT0079334,Nrk Homrim 08-03-043-02w5           ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0276099 ,140,A,Single Well 0.00    ,A5D4,Active,52.6736641,-114.1964493,52.61317486,-114.2985061,3,4,6,120,5,30,120
ABGS0136970,B.a. Cpr Mccrady Gilby 7-23         ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F23751    ,340,A,Compressor Stn <1t/d,A5D4,Active,52.543232,-114.3229523,52.56143801,-114.2968399,3,4,6,120,5,30,120
ABBT0083233,Gilby 06-26-041-03w5/0              ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,F31271    ,310,A,Gas Single Bty <1t/d,A5D4,Active,52.5579147,-114.3288574,52.49750134,-114.2914845,3,4,6,120,5,30,120
ABBT0137386,Med River 15-05-040-03w5 Gas Bty    ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0295882 ,280,A,Single Well <0.01   ,A5D4,Active,52.4202538,-114.3930664,52.33176792,-114.2898866,3,4,6,120,5,30,120
ABCS0023771,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23771    ,340,A,Compressor Stn <1t/d,A5D4,Active,52.6743889,-114.185173,52.62752058,-114.2894565,3,4,6,120,5,30,120
ABBT0053592,Gulf Canada Sylvan Lake 7-23        ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0186416 ,,A,,A5D4,Active,52.2821922,-114.1793747,52.15177952,-114.2892304,3,4,6,120,5,30,120
ABCS0025154,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25154    ,40,T,Compressor Stn <0.01,A5D4,Active,52.4012451,-114.4054108,52.60030759,-114.2863456,3,4,6,120,5,30,120
ABCS0025215,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25215    ,311,A,Gas Multi Bty <1t/d ,A5D4,Active,52.9480743,-114.2620697,53.06536952,-114.285764,3,4,6,120,5,30,120
ABCS0008216,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F8216     ,311,A,Gas Multi Bty <1t/d ,A5D4,Active,52.4562302,-114.3278122,52.51209885,-114.2854033,3,4,6,120,5,30,120
ABBT0083374,Homeglen Rimbey 102/07-07-043-01w5  ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0316069 ,280,A,Single Well <0.01   ,A5D4,Active,52.6877747,-114.1293488,52.57849446,-114.2839244,3,4,6,120,5,30,120
ABBT0123538,Coprc Et Al 100 Homrim 13-3         ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0445149 ,360,A,Single Well <0.3    ,A5D4,Active,52.6738853,-114.1969528,52.65442257,-114.2801435,3,4,6,120,5,30,120
ABBT0048722,Beau Gilby 1-15                     ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,,,A,,,Active,52.5251808,-114.1968155,52.55508907,-114.2787442,3,4,6,120,5,30,120
ABBT9430005,Crestar Hoadley Gas Group           ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.7834129,-114.3068161,52.79824375,-114.2778214,3,4,6,120,5,30,120
ABBT0146663,Pembina 100/08-26-046-02w5/00       ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,F33848    ,310,A,Gas Single Bty <1t/d,A5D4,Active,52.9944992,-114.1740036,52.8936385,-114.2768343,3,4,6,120,5,30,120
ABGS0089722,Hoadley 11-02 Compressor            ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F33322    ,20,T,Gas Multi Bty <0.01 ,A5D4,Active,52.7639885,-114.188385,52.76827944,-114.2760348,3,4,6,120,5,30,120
ABBT0044664,Gulf Sylake 8-9                     ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0150795 ,,A,,A5D4,Active,52.2529755,-114.5023575,51.99087959,-114.2743077,3,4,6,120,5,30,120
ABBT0115567,Hoadley 07-08/03-08 Comm            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F37047    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7774734,-114.2513962,52.67621291,-114.2679563,3,4,6,120,5,30,120
ABBT0135407,Hoadley 02-33/03-33 Gas Multi Grp   ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F47937    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7582512,-114.226265,52.88272366,-114.265094,3,4,6,120,5,30,120
ABBT0083273,Gilby 02-28-041-03w5/0              ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0267642 ,140,A,Single Well 0.00    ,A5D4,Active,52.5553932,-114.3680267,52.56573577,-114.2650393,3,4,6,120,5,30,120
ABCS0009044,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F9044     ,440,A,Compressor Stn >=1t/d,A5D4,Active,52.6267319,-114.2030334,52.4889031,-114.2621618,3,4,6,120,5,30,120
ABBT0150725,Cve 15-9 C15 Martenh 15-16-76-2     ,A5D4,Cenovus Energy Inc.                       ,331,Crude Bitumen Single-Well Battery       ,W 0488607 ,280,A,Single Well <0.01   ,A5D4,New,55.5756989,-114.2440033,55.52522133,-114.2590812,3,4,6,120,5,30,120
ABIF0008199,Gulf Med R Viking 'd' Unit #2       ,A5D4,Cenovus Energy Inc.                       ,501,Enhanced Recovery Scheme                ,,,A,,,Active,52.3541603,-114.2564087,52.44913339,-114.2580043,3,4,6,120,5,30,120
ABBT6040152,Co-Enerco Med River 10-14           ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.3577003,-114.3224411,52.51441501,-114.2578213,3,4,6,120,5,30,120
ABBT0083290,Gilby 102/02-28-041-03w5            ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0284338 ,140,A,Single Well 0.00    ,A5D4,Active,52.5556183,-114.3679581,52.55632217,-114.2575378,3,4,6,120,5,30,120
ABGS0122939,Med Riv 10-14 To 14-27              ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F23332    ,300,A,Gas Plant <1t/d     ,A5D4,Active,52.3587456,-114.3229828,52.44729298,-114.2481822,3,4,6,120,5,30,120
ABCS0009537,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F9537     ,40,T,Compressor Stn <0.01,A5D4,Active,52.8179512,-114.0884171,52.8538459,-114.2470958,3,4,6,120,5,30,120
ABBT4120080,Ba Cpr Matiisen Gilby 10-9          ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.5177193,-114.3705368,52.53843437,-114.2457513,3,4,6,120,5,30,120
ABBT0051693,Gulf Gilby 1-28                     ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,,,A,,,Active,52.5541954,-114.3649063,52.45682043,-114.2441919,3,4,6,120,5,30,120
ABBT0064383,Gulf Gilby 14-27                    ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.3903809,-114.3524551,52.38560103,-114.2425743,3,4,6,120,5,30,120
ABCS0025964,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F25964    ,40,T,Compressor Stn <0.01,A5D4,Active,52.685318,-114.1369858,52.85047335,-114.2414762,3,4,6,120,5,30,120
ABCS0027283,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F27283    ,40,T,Compressor Stn <0.01,A5D4,Active,52.3358383,-114.3465729,52.31741403,-114.2407885,3,4,6,120,5,30,120
ABCS0023338,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23338    ,340,A,Compressor Stn <1t/d,A5D4,Active,52.5178146,-114.2798309,52.41619526,-114.2378587,3,4,6,120,5,30,120
ABBT0055693,Gulf Westerose South 09-32          ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,F23058    ,310,A,Gas Single Bty <1t/d,A5D4,Active,52.7506943,-114.1007462,52.85024894,-114.2370019,3,4,6,120,5,30,120
ABCS0022723,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F22723    ,40,T,Compressor Stn <0.01,A5D4,Active,52.4705925,-114.3287277,52.49842755,-114.2366181,3,4,6,120,5,30,120
ABBT0141239,Conoco 351 Homeglen Rimbey 15-02    ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0327332 ,280,A,Single Well <0.01   ,A5D4,Active,52.6799049,-114.1716156,52.64202067,-114.2363616,3,4,6,120,5,30,120
ABBT0115565,Hoadley 05-34/12-34 Comm            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F37970    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7455788,-114.2144394,52.70538246,-114.2361824,3,4,6,120,5,30,120
ABCS0023412,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23412    ,40,T,Compressor Stn <0.01,A5D4,Active,52.7625008,-114.1239395,52.90044531,-114.2312687,3,4,6,120,5,30,120
ABBT0042948,Gulf Westerose 06-28                ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0141684 ,,A,,A5D4,Active,52.8181229,-114.0920715,52.78587052,-114.2280903,3,4,6,120,5,30,120
ABBT0079046,Homeglen Rimbey 100/06-03-043-02w5/0,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0099578 ,,A,,A5D4,Active,52.6756401,-114.2122192,52.70323385,-114.2252384,3,4,6,120,5,30,120
ABBT0041016,Gilby 11-24-40-3w5                  ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0140111 ,,A,,A5D4,Active,52.4580154,-114.3073883,52.44056813,-114.222081,3,4,6,120,5,30,120
ABBT0115575,Hoadley 10-10/01-10 Comm            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F36069    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7784958,-114.2036667,52.82683866,-114.220573,3,4,6,120,5,30,120
ABBT0085100,Cop 100 Hgr 5-12-43-2w5             ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0327365 ,280,A,Single Well <0.01   ,A5D4,Active,52.6934586,-114.16436,52.70136601,-114.2195536,3,4,6,120,5,30,120
ABBT0085725,Cop 100 Homrim 6-6-43-1             ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0301242 ,570,A,Single Well <2.0    ,A5D4,Active,52.6757965,-114.1355591,52.63046094,-114.2192069,3,4,6,120,5,30,120
ABBT0123400,Coprc 100 Hz Wroses 1-14-43-2       ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0444036 ,280,A,Single Well <0.01   ,A5D4,Active,52.71521,-114.181633,52.68461474,-114.2151523,3,4,6,120,5,30,120
ABBT0067981,Conoco Homeglen-Rimbey 08-11        ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0268296 ,140,A,Single Well 0.00    ,A5D4,Active,52.6900444,-114.1761932,52.7026415,-114.2130884,3,4,6,120,5,30,120
ABBT0051017,Gulf Homeglen Rimbey 15-12          ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.6960106,-114.1558304,52.67015647,-114.204155,3,4,6,120,5,30,120
ABCS0007348,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F7348     ,311,A,Gas Multi Bty <1t/d ,A5D4,Active,52.3866386,-114.3813477,52.42366412,-114.1997393,3,4,6,120,5,30,120
ABBT0065617,Gulf Homeglen 9-31                  ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0253026 ,360,A,Single Well <0.3    ,A5D4,Active,52.6622162,-114.1235428,52.72443136,-114.1997042,3,4,6,120,5,30,120
ABCS0007347,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F7347     ,40,T,Compressor Stn <0.01,A5D4,Active,52.3904839,-114.3524323,52.33070527,-114.1972024,3,4,6,120,5,30,120
ABBT0149761,Cve Pembina 1-18-43-2w5             ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0445904 ,280,A,Single Well <0.01   ,A5D4,Active,52.7142982,-114.2770004,52.81547368,-114.1926603,3,4,6,120,5,30,120
ABBT0084547,Cop 100 Homrim 3-11-43-2w5          ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0327335 ,280,A,Single Well <0.01   ,A5D4,Active,52.6900444,-114.176712,52.49404707,-114.1920048,3,4,6,120,5,30,120
ABBT0146007,Homeglen Rimbey 03-07               ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0137685 ,,A,,A5D4,Active,52.6851997,-114.1380005,52.56433547,-114.1917898,3,4,6,120,5,30,120
ABBT0065781,Conoco Westrose 2/1-34              ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,W 0255771 ,360,A,Single Well <0.3    ,A5D4,Active,52.9181099,-113.9761276,52.96045236,-114.1885062,3,4,6,120,5,30,120
ABBT0107826,Anderson Et Al Sylake 16-23-038-02w5,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0415468 ,140,A,Single Well 0.00    ,A6JK,Active,52.2870178,-114.1692886,52.45706213,-114.1876894,3,4,6,120,5,30,120
ABBT0083291,Gilby 06-19-041-02w5 Swb            ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0022656 ,,A,,A5D4,Active,52.5432014,-114.2806168,52.76922738,-114.185663,3,4,6,120,5,30,120
ABCS0008217,Burlington Resources Canada Ltd     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F8217     ,40,T,Compressor Stn <0.01,A5D4,Active,52.4596558,-114.3037949,52.42132738,-114.1833571,3,4,6,120,5,30,120
ABGS0113146,Conoco 03-22-043-02w500 Compressor  ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F23412    ,40,T,Compressor Stn <0.01,A5D4,Active,52.7625008,-114.1239395,52.89118037,-114.1832031,3,4,6,120,5,30,120
ABBT0069072,Conoco Phillips Homeglen Rimby 11-12,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0272725 ,140,A,Single Well 0.00    ,A5D4,Active,52.6939278,-114.1643524,52.81647906,-114.1814349,3,4,6,120,5,30,120
ABBT0136742,Westerose 4-5-43-2                  ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,W 0469099 ,140,A,Single Well 0.00    ,A5D4,Active,52.6839447,-114.2632904,52.59639677,-114.177632,3,4,6,120,5,30,120
ABCS0023751,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F23751    ,340,A,Compressor Stn <1t/d,A5D4,Active,52.543232,-114.3229523,52.43566172,-114.1775381,3,4,6,120,5,30,120
ABBT0095016,Gas Battery 11-2-44-2w5             ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F33322    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7639885,-114.188385,52.89410047,-114.1769478,3,4,6,120,5,30,120
ABGS0095091,Cpc Wrose 13-34-45-28w4 Ggs         ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F9702     ,340,A,Compressor Stn <1t/d,A5D4,Active,52.9289742,-113.9914017,52.8784191,-114.1742914,3,4,6,120,5,30,120
ABBT0085479,Hoadley 8-6 Multi Gas Battery       ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F23412    ,40,A,Compressor Stn <0.01,A5D4,Active,52.7625008,-114.1239395,52.68103004,-114.173736,3,4,6,120,5,30,120
ABBT0052822,Gardiner Gilby 16-27                ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.3905067,-114.1967773,52.45273201,-114.1681131,3,4,6,120,5,30,120
ABIF0008791,Chevron Hrlu 1                      ,A5D4,Cenovus Energy Inc.                       ,503,Disposal                                ,,,A,,,Active,52.6305542,-114.2026901,52.6767083,-114.1640014,3,4,6,120,5,30,120
ABBT0084484,Cop 100 Homrim 16-19-43-1w5         ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0326084 ,280,A,Single Well <0.01   ,A5D4,Active,52.7173462,-114.127594,52.76777945,-114.16135,3,4,6,120,5,30,120
ABBT6040001,Crestar Med.river 7-32-39-3         ,A5D4,Cenovus Energy Inc.                       ,322,Crude Oil Multiwell Proration Battery   ,F7356     ,321,A,Oil Multi Bty <1t/d ,A5D4,Active,52.3975677,-114.3945313,52.41406045,-114.1584381,3,4,6,120,5,30,120
ABGS0107867,Sylvan Lake 07-23-038-02w5          ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F6674     ,40,T,Compressor Stn <0.01,A5D4,Active,52.2809715,-114.1766739,52.19877802,-114.1555163,3,4,6,120,5,30,120
ABBT0123381,Coprc 100 Hz Wroses 4-14-43-2       ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0444059 ,280,A,Single Well <0.01   ,A5D4,Active,52.7152061,-114.1818542,52.58741169,-114.1518298,3,4,6,120,5,30,120
ABBT0081278,Hoadley 11-02-044-02 W5/00          ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0074261 ,,A,,A5D4,New,52.7639847,-114.1883774,52.63191643,-114.1471053,3,4,6,120,5,30,120
ABBT0115569,Hoadley 08-02/03-02 Comm            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F37325    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7604179,-114.1751404,52.70501258,-114.1467469,3,4,6,120,5,30,120
ABBT0115572,Hoadley 10-04/01-04 Comm            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F36676    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7649574,-114.2272873,52.79140652,-114.1430178,3,4,6,120,5,30,120
ABBT0065279,Gulf Homeglen Rimbey 8-19           ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0253801 ,360,A,Single Well <0.3    ,A5D4,Active,52.7174377,-114.1282578,52.56331941,-114.1402489,3,4,6,120,5,30,120
ABCS0007352,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F7352     ,340,A,Compressor Stn <1t/d,A5D4,Active,52.3793945,-114.38134,52.14767215,-114.1389707,3,4,6,120,5,30,120
ABIF0009020,Gulf Unit Wroses 11-11              ,A5D4,Cenovus Energy Inc.                       ,503,Disposal                                ,F9711     ,320,A,Oil Single Bty <1t/d,A5D4,Active,52.867115,-114.0412292,52.89438888,-114.1386189,3,4,6,120,5,30,120
ABBT0115574,Hoadley 14-33/05-33 Comm            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F35029    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7523727,-114.2338181,52.85704193,-114.1275336,3,4,6,120,5,30,120
ABGS0094885,Westerose 4-8 Gas Gathering System  ,A5D4,Cenovus Energy Inc.                       ,621,Gas Gathering System                    ,F25215    ,311,A,Gas Multi Bty <1t/d ,A5D4,Active,52.9480743,-114.2620697,52.90586385,-114.1270305,3,4,6,120,5,30,120
ABBT0083037,Hoadley Anadarko 07-30-043-02w5     ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F23412    ,40,A,Compressor Stn <0.01,A5D4,New,52.7625008,-114.1239395,52.83924073,-114.1249312,3,4,6,120,5,30,120
ABBT0115573,Hoadley 11-36/03-36 Comm            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F35590    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7493668,-114.1610031,52.81341049,-114.1220656,3,4,6,120,5,30,120
ABBT8910026,Gulf Sylake 10-21                   ,A5D4,Cenovus Energy Inc.                       ,322,Crude Oil Multiwell Proration Battery   ,F6139     ,321,A,Oil Multi Bty <1t/d ,A5D4,Active,52.1971512,-114.3676987,52.22296493,-114.1194999,3,4,6,120,5,30,120
ABBT0084170,Cop Et Al 100 Homrim 13-7-43-1w5    ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0320462 ,360,A,Single Well <0.3    ,A5D4,Active,52.6948929,-114.1416779,52.7165258,-114.1183378,3,4,6,120,5,30,120
ABBT0061149,Gulf Canada 10-21                   ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,,,A,,,Active,52.197155,-114.3676834,52.21442818,-114.1123481,3,4,6,120,5,30,120
ABBT0092889,Cop 102 Hgr 2-3-43-2w5 Battery      ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0352421 ,280,A,Single Well <0.01   ,A5D4,Active,52.6757507,-114.2114639,52.76156081,-114.1121944,3,4,6,120,5,30,120
ABCS0009323,Conoco Canada Resources Limited     ,A5D4,Cenovus Energy Inc.                       ,601,Compressor Station                      ,F9323     ,440,A,Compressor Stn >=1t/d,A5D4,Active,52.7075043,-114.1386795,52.80268853,-114.1009838,3,4,6,120,5,30,120
ABBT0115568,Hoadley 04-32/07-32 Comm            ,A5D4,Cenovus Energy Inc.                       ,362,Gas Multiwell Effluent Measurement Battery,F35065    ,20,A,Gas Multi Bty <0.01 ,A5D4,Active,52.7458305,-114.2539368,52.67885245,-114.1001071,3,4,6,120,5,30,120
ABBT0089193,Sylvan Lake 00/14-15-38-3w5/02      ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0145961 ,,A,,A5D4,Active,52.2728081,-114.3505325,52.33739976,-114.0997084,3,4,6,120,5,30,120
ABBT0112820,Conoco Rimbey 03-22-043-02w5        ,A5D4,Cenovus Energy Inc.                       ,361,Gas Multiwell Group Battery             ,F23412    ,40,A,Compressor Stn <0.01,A5D4,Active,52.7625008,-114.1239395,52.75672109,-114.0928533,3,4,6,120,5,30,120
ABCT0110678,Westerose North 04-03 Custom Treater,A5D4,Cenovus Energy Inc.                       ,611,Custom Treating Facility                ,F9866     ,321,A,Oil Multi Bty <1t/d ,A5D4,Active,52.9327469,-113.9916916,52.99624628,-114.0917286,3,4,6,120,5,30,120
ABBT0081279,Hoadley 11-02-044-02 W5/00          ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0074261 ,,A,,A5D4,New,52.7639847,-114.1883774,52.60892128,-114.0911385,3,4,6,120,5,30,120
ABBT0048536,Gulf Westerose South 04-36          ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0147662 ,,A,,A5D4,Active,52.8321877,-114.0209427,52.74026544,-114.0863694,3,4,6,120,5,30,120
ABIF0007848,Gulf Westerose                      ,A5D4,Cenovus Energy Inc.                       ,503,Disposal                                ,F9722     ,321,A,Oil Multi Bty <1t/d ,A5D4,Active,52.9288559,-114.0169907,52.83879533,-114.0854962,3,4,6,120,5,30,120
ABBT0085143,Gulf Wrs 15-36-45-1w504             ,A5D4,Cenovus Energy Inc.                       ,351,Gas Single-Well Battery                 ,W 0104191 ,,A,,A5D4,Active,52.9294281,-114.0097885,53.04954561,-114.0820647,3,4,6,120,5,30,120
ABBT0061651,Gulf Homeglen Rimbey 4-2            ,A5D4,Cenovus Energy Inc.                       ,311,Crude Oil Single-Well Battery           ,F30368    ,320,A,Oil Single Bty <1t/d,A5D4,Active,52.6708145,-114.1902924,52.73081897,-114.0705762,3,4,6,120,5,30,120
